date,followers_count,following_count,media_count,engagement_rate,average_likes,average_comments,comments_to_likes_ratio,weekly_posts,account,daily_gain,posts_per_day,month,growth_rate,index_100,daily_growth_rel
2025-02-02,82486,190,9576,6.783,5571.7,23.5,0.422,16.0,brake_gp,87.0,2.2857142857142856,2025-02,0.10547244380864632,104.66836702323397,0.0010558380562870617
2025-02-03,82539,190,9578,6.717,5518.9,25.3,0.458,16.0,brake_gp,53.0,2.2857142857142856,2025-02,0.06421206944595888,104.73561993223952,0.0006425332783746018
2025-02-04,82612,190,9580,5.969,4910.8,19.9,0.405,16.0,brake_gp,73.0,2.2857142857142856,2025-02,0.08836488645717329,104.82825129747357,0.0008844303904820272
2025-02-05,82845,192,9584,6.688,5519.3,21.3,0.386,18.0,brake_gp,233.0,2.5714285714285716,2025-02,0.2812481139477337,105.1239103125357,0.002820413499249552
2025-02-06,83372,193,9587,6.467,5368.5,23.4,0.436,19.0,brake_gp,527.0,2.7142857142857144,2025-02,0.6321067024900446,105.79263263415686,0.0063612770837104815
2025-02-07,83711,193,9590,7.35,6127.3,25.2,0.411,19.0,brake_gp,339.0,2.7142857142857144,2025-02,0.40496469997969203,106.22279746723007,0.004066113323417886
2025-02-08,83935,193,9592,7.254,6066.8,21.7,0.358,18.0,brake_gp,224.0,2.5714285714285716,2025-02,0.2668731756716507,106.50703617698936,0.002675872943818547
2025-02-09,84167,193,9595,6.684,5604.8,20.9,0.373,19.0,brake_gp,232.0,2.7142857142857144,2025-02,0.2756424727030784,106.80142626924005,0.002764043605170574
2025-02-10,84333,195,9597,7.217,6065.0,20.9,0.345,19.0,brake_gp,166.0,2.7142857142857144,2025-02,0.19683872268269836,107.01206745593666,0.0019722694167547683
2025-02-11,84499,196,9594,7.281,6134.4,18.2,0.297,19.0,brake_gp,166.0,2.7142857142857144,2025-02,0.19645202901809486,107.22270864263325,0.0019683872268270175
2025-02-12,84638,197,9596,6.138,5179.5,15.7,0.303,17.0,brake_gp,139.0,2.4285714285714284,2025-02,0.16422883338453176,107.39908891342141,0.0016449898815371622
2025-02-13,84713,197,9598,7.246,6118.7,19.8,0.324,16.0,brake_gp,75.0,2.2857142857142856,2025-02,0.08853422733228666,107.4942581242783,0.0008861267988373722
2025-02-14,84793,198,9600,7.408,6258.3,23.5,0.376,15.0,brake_gp,80.0,2.142857142857143,2025-02,0.09434741075324614,107.59577194919233,0.0009443650915443857
2025-02-15,84879,198,9602,7.516,6356.6,22.7,0.357,15.0,brake_gp,86.0,2.142857142857143,2025-02,0.10132070358981608,107.70489931097491,0.0010142346655974688
2025-02-16,84952,198,9604,7.105,6013.8,22.1,0.367,14.0,brake_gp,73.0,2.0,2025-02,0.08593087861380544,107.79753067620896,0.0008600478327973615
2025-02-17,85025,198,9606,8.173,6914.3,34.9,0.505,14.0,brake_gp,73.0,2.0,2025-02,0.08585710085269038,107.89016204144302,0.0008593087861381576
2025-02-18,85044,198,9608,7.128,6027.8,33.9,0.562,14.0,brake_gp,19.0,2.0,2025-02,0.022341376228775692,107.91427157486011,0.00022346368715076004
2025-02-19,85135,199,9610,6.723,5686.5,36.8,0.647,14.0,brake_gp,91.0,2.0,2025-02,0.1068890585540612,108.0297435506998,0.0010700343351677244
2025-02-20,85216,199,9612,6.44,5454.9,32.8,0.601,14.0,brake_gp,81.0,2.0,2025-02,0.09505257228689448,108.13252629842526,0.0009514300816351184
2025-02-21,85300,199,9614,11.252,9555.4,42.9,0.449,14.0,brake_gp,84.0,2.0,2025-02,0.0984759671746776,108.239115814585,0.000985730379271521
2025-02-22,85377,200,9617,11.517,9790.8,42.3,0.432,14.0,brake_gp,77.0,2.0,2025-02,0.09018822399475268,108.33682287106477,0.0009026963657678966
2025-02-23,85471,201,9619,10.056,8568.0,26.8,0.313,14.0,brake_gp,94.0,2.0,2025-02,0.10997882322659149,108.45610161533874,0.001100999098117672
2025-02-24,85557,202,9622,11.789,10050.9,35.1,0.349,14.0,brake_gp,86.0,2.0,2025-02,0.10051778346599344,108.56522897712134,0.0010061892337751566
2025-02-25,85684,202,9625,12.279,10483.7,37.1,0.354,14.0,brake_gp,127.0,2.0,2025-02,0.14821903739321227,108.72638217417234,0.0014843905232768684
2025-02-26,85797,202,9627,12.844,10979.3,40.3,0.367,13.0,brake_gp,113.0,1.8571428571428572,2025-02,0.13170623681480706,108.86977045186342,0.0013187993090892913
2025-02-27,85881,202,9630,11.135,9515.7,47.1,0.495,14.0,brake_gp,84.0,2.0,2025-02,0.09780976001676739,108.97635996802315,0.000979055211720592
2025-02-28,86010,202,9637,11.859,10150.1,49.8,0.491,19.0,brake_gp,129.0,2.7142857142857144,2025-02,0.1499825601674224,109.14005101069702,0.0015020784574002466
2025-03-01,86099,202,9644,9.338,7998.5,41.1,0.514,24.0,brake_gp,89.0,3.4285714285714284,2025-03,0.10336937711239388,109.25298514091388,0.0010347633996046213
2025-03-02,86186,202,9647,6.415,5500.9,27.9,0.507,28.0,brake_gp,87.0,4.0,2025-03,0.10094446893927089,109.36338142550788,0.001010464697615454
